,tweets,clusterID
1415,  indias kohli says worldcup will be a hit for runs    read more           ,10
1416,usbased engineers body lifts curbs on huawei employees    ,10
1417,minor girl found dead after being allegedly raped in islamabad    read more           ,10
1418, condemns firing of ballistic missiles by houthis towards makkah    read more    ,10
1419,  julian assange too ill to appear for cou hearing says lawyer  ,12
1420,  us unveils 17 new charges against wikileaks cofounder julian assange who is facing extradition from the uk  ,12
1421,sri lankas minister of defense says the coordinated easter sunday attacks that killed at least 321 people were ret  ,14
1422,a sri lanka security official says six nearsimultaneous blasts hit three churches and three hotels frequented by t  ,14
1423,parisian firefighters say they are not sure if they will be able to stop the notredame fire from spreading to se  ,18
1424,   1997    2001   2002   2005   2019    tiger woods wins the masters again     5x champion at augusta          ,22
1425,  tiger roll wins the grand national               ,22
1426,president trump says us homeland security secretary  nielsen is leaving her position  ,23
1427,  watch wikileaks founder julian assange arrested by police in london almost 7 years after he sought refuge in the ecuadorian e,28
1428,israeli pm benjamin netanyahu thanks us president after he tweeted it is time for the united states to fully recog  ,29
1429,  israel to hold fresh elections after benjamin netanyahu fails to form coalition  ,29
1430, fires on passengers in tram in dutch city of utrecht several people reported injured eyewitnesses say  ,31
1431,  ft ajax 23 tottenham 33 agg     what has just happened     lucas mouras second half hattrick gives spurs a remarkable in,32
1432,  unbelievable    liverpool have actually done it    liverpool 40 barcelona 43 agg     reaction  ,32
1433,  ft wales 257 ireland    thats it wales are six nations grand slam champions    well played     reaction  htt,32
1434,  russian athletes will remain banned from international competitions until further notice says athletics governing body    in,36
1435,  rescuers hunting missing climbers in indian himalayas say they saw five bodies from the air believed to be dead  ,36
1436,the baby of shamima begum  the teenager who fled london to join the islamic state group  has died a syrian democ  ,38
1437,this is the letter the us attorney general sent to senior figures in congress informing them that the mueller repor  ,42
1438, its genuinely quite stressful olivia colman is overcome as she wins best actress oscar for the favourite  ,48
1439,sandra oh     glenn close     rami malek and bohemian rhapsody           winners  ,48
1440,goldenglobes2019 bohemian rhapsody wins best motion picture drama  ,48
1441,goldenglobes2019 rami malek wins best actor drama for bohemian rhapsody  ,48
1442,goldenglobes2019 glenn close wins best actress drama for the wife  ,48
1443,goldenglobes2019 green book wins best motion picture comedy or musical  ,48
1444,goldenglobes2019 olivia colman wins best actress in a motion picture  comedy or musical for the favourite  ,48
1445,best director alfonso cuaron roma    live oscars2019 coverage   and  winners list  ,48
1446,goldenglobes2019 alfonso cuaron wins best director motion picture for roma  ,48
1447,goldenglobes2019 michael douglas wins best actor in a television series  musical or comedy for the kominsky me  ,48
1448,goldenglobes2019 christian bale wins best actor in a motion picture  comedy or musical for vice  ,48
1449,goldenglobes2019  ali wins best supporting actor in a motion picture for green book  ,48
1450,goldenglobes2019 sandra  wins best actress in a television series  drama for killing eve  ,48
1451,goldenglobes2019 regina king wins best supporting actress in a motion picture for if beale street could talk     ,48
1452,  i felt uncomfortable walking back into the gym like there were eyes just targeted at me i hated taking pictures i hated e,48
1453,prosecutors in the case of actor jussie smollett deliberated over how to explain why they dropped charges emails s  ,48
1454,in another stunning reversal chicago prosecutors tuesday have dropped all charges against empire actor jussie sm  ,48
1455,ten people die in fire at flamengo football clubs training ground in rio de janeiro brazilian media report  ,58
1456,man 43 detained on suspicion of arson in connection with fire at a medical centre in tamworth staffs police say  ,59
1457, and wo arrested in connection with the death of four children in a house fire in stafford on tuesday  ,59
1458,of the 4 american women still in contention in the french open 2 of them are young and prodigious talents whose pa  ,60
1459,us president donald trump announces a second summit with north korean leader kim jongun in vietnam in late februar  ,62
1460,uk counterterror police are investigating three small improvised explosive devices found at heathrow airport lo  ,63
1461,british retail tycoon  philip green charged in the us with four counts of misdemeanour assault  ,65
1462,  former arsenal winger jose antonio reyes has died in a car accident aged 35 spanish club seville have announced    more  htt,67
1463,  zidane announced     zinedine zidane has returned as real madrid manager just 10 months after leaving the spanish giants    mo,67
1464,  huddersfield have appointed jan siewe to succeed david wagner as manager    more    ,67
1465,you can listen to a free preview of  on siriusxm ch 118 in your car online or on the siriusxm app until ju  ,67
1466,you can listen to a free preview of  on siriusxm ch 118 in your car online or on the siriusxm app until ju  ,67
1467,  its official    brendan rodgers is the new manager of leicester city        ,69
1468,  claude puel has left his role as manager of leicester city following saturdays 41 defeat to crystal palace in the premier l,69
1469,  david wagner has left huddersfield town as manager by mutual consent with the club bottom of the premier league    more https,69
1470,  witness image shows fire burning and smoke billowing from historic notre dame cathedral in paris  ,70
1471,international criminal court frees ivory coast  gbagbo dropping charges of crimes against humanity charges  ,71
1472,saudi teenager  alqunun who fled her family and got stranded in bangkok has arrived in canada after being g  ,75
1473, begum who joined islamic state in syria aged 15 to lose her uk citizenship familys lawyer says  ,77
1474,  jose mourinho has been sacked by manchester united    full story    ,88
1475,  the winner of bbc sports personality of the year 2018 is     geraint thomas              ,89
1476,  uk pm theresa may confirms she will not fight another general election saying she would love to be able to but her part,91
1477,  a look at how indian media is reporting the jumbo win for pm narendra modi and his bjp party in  ht,94
1478,  hindu nationalist narendra modi scores resounding victory in indian general election securing second fiveyear term https,94
1479,going someplace far away we now know is the biggest single action a private citizen can take to worsen climate ch  ,95
1480,   talks to one of the guard of honor as he inspects the troops with prince charles during the official we,96
1481,  prince charles is widely expected to tactfully press president trump behind closed doors on climate change but will the,96
1482,in china public discussion of sex is mostly nonexistent a workshop on how to satisfy a woman sexually is trying t  ,97
1483,within the graduate school sector the fastgrowing masters degree market is replete with debt levels that make li  ,99
1484,  youtubes algorithm has been curating home movies of unwitting families into a catalog of seminude kids we found    yt oft,101
1485,  watching  with some of the families who we interviewed and there were gasps when the 2012 criminal battery docs,101
1486,  mary mitchell the mother of a tm landry student who said mike landry abused him like nyjal said he just wants people,101
1487,  it took a lot to get mary mitchell to talk to us mike ostracized the family and convinced parents that they were trying to ta,101
1488,  one tm landry student bryson sassau told  how the schools founder doctored his transcript and wanted him to,101
1489,  many people who helped create or approve the automated mcas system on the boeing 737 max didnt fully understand changes,102
1490,by 2023 new york citys mta website says we will say  to metrocard  ,102
1491,  fortunately theres still twitter follow  for thoughts on tonights kirsten gillibrand fox news town hal,103
1492,  hi join me to chat about facebook fox news misinfo and whatever else you like   ,103
1493,the family of elaine chao the transportation secretary has forged highlevel political connections not only in th  ,104
1494,  our reporter  is watching the episode with bryson sassau one of the students you just saw on the series premiere ,105
1495,  all set to watch our first episode our reporters  and  will be here soon to talk about the episode and res,105
1496,  as the truth about an acclaimed school unfolds tonight on theweeklynyt reporters   and  will be here live,105
1497,several people were killed by sudan security forces according to witnesses and local media reports as talks betwe  ,106
1498,  washington abuzz with what robertmueller is going to say first time hes spoken publicly since appointed special counsel,106
1499,  for those watching  right now we pubbed a follow up today that the fbi is now investigating tm landry  a federal,107
1500,the fbi opened the inquiry into the tm landry school after our investigation detailed instances of transcript fra  ,107
1501,  he inspired he exaggerated he listened to les miz what happened when joe biden first ran for president  and what it sa,108
1502,  a bridge to china and her familys business in the trump cabinet  our 5000word investigation into elaine chao and he,110
1503,exclusive reporting by the new york times shows how the family of elaine chao transportation secretary and wife o  ,110
1504,man 21 admits killing expartner and her mother who were stabbed to death in solihull in august  ,111
1505,  insightful profile by  on the machiavellian uae prince who has beguiled president trump commands an outsized mil,113
1506,democratic primary challengers are often female young and nonwhite many are worried that a recent move by house d  ,115
1507,  on todays front page i spoke to parents of the victims of the virginia beach shooting  browns father told me h,116
1508,today we all grieve the virginia beach city manager david hansen said of fridays shooting between them the  ,116
1509,update on the virginia beach shooting a city worker fired on colleagues as he stalked several floors of the buildi  ,116
1510,  a gunman who killed 12 people at a virginia beach municipal building before dying in a shootout with police was apparently,116
1511,man 41 shot dead in dublin named as hamid sanambar  ,116
1512,  watch all 12 victims killed in the virginia mass shooting are identified by name    ,116
1513,  watch all 12 victims killed in the virginia mass shooting are identified by name    ,116
1514,  watch all 12 victims killed in the virginia mass shooting are identified by name    ,116
1515,  update death toll rises to 12 people in virginia beach mass shooting police chief cervera says   https,116
1516,   special report officials give update on a mass shooting in virginia beach virginia that has left at least 11 peopl,116
1517,    kendrick castillo died after being shot while lunging to stop the colorado school shooter  ,116
1518,  breaking  special report at least 2 injured in colorado school shooting sheriffs office says  ,116
1519,  19yearold adult white male from san diego is the suspected shooter in california synagogue offic  ,116
1520,   live san diego sheriff police chief give update on poway calif synagogue shooting  ,116
1521,   1 dead in california synagogue shooting mayor tells  and a rabbi was shot in the hand members of the co,116
1522,  4 people shot at synagogue in california law enforcement sources tell   ,116
1523,  live new zealand pm jacinda ardern speaks amid reports of mass shooting at mosques in christchurch   h,116
1524,new zealand police a serious and evolving situation is occurring in christchurch with an active shooter risk envi  ,116
1525,new zealand police in response to a serious ongoing firearms incident in christchurch all christchurch schools ha  ,116
1526,many deaths also reported in brazil grade school shooting      two young people were seen ente  ,116
1527,multiple police officers have been shot in houston and the suspect is down houston mayor says on twitter    ,116
1528,police respond to shooting incident at manufacturing plant in aurora illinois officials say suspected shooter ha  ,116
1529,gunman entered catholic cathedral in brazilian city of campinas on tuesday and shot dead 4 people before killing hi  ,116
1530,sgt ron helus was fatally shot when he responded to the mass shooting on nov 7 at a bar in thousand oaks califor  ,116
1531,  uncc shooting what we know  ,116
1532,  our music is far more popular than we ever thought it would be matt berninger of the national said  ,116
1533,fbis las vegas office says it has concluded its investigation into the deadliest mass shooting in modern us histor  ,116
1534,pastor dimas salaberrios on california shooting my immediate thoughts go out to the families because whats happ  ,116
1535,  eleven of the twelve men and women killed worked for virginia beach the city manager noted robe bobby williams was a 41,116
1536,  prayers in virginia beach as the community grieves    ,116
1537,live breaking news coverage now on  at least 11 killed in virginia beach mass shooting  ,116
1538,  a gunman opened fire at the virginia beach municipal center late friday afternoon12 people were killed and at least 5 were,116
1539,  some encouraging news for younger women with advanced breast cancer a study finds for the first time that a drug widely use,117
1540,tiny love stories heyy his message read my heart fluttered one y may have left me upset but the second y  ,118
1541,  who threw the first brick at stonewall  i wanted to know so i asked a bunch of people from the lgbtq community    h,118
1542,  exclusive the inside story of how mcas  the system that brought down the 737 max  was created major new revelations below,120
1543,the netflix miniseries when they see us tells the story of five wrongfully convicted teenage boys who would becom  ,120
1544,the trump administration considered imposing tariffs on imports from australia but decided against the move amid f  ,121
1545,  a key figure in the early stages of the trump uruguay deal who actually tried to sell condos in the building  is now a,122
1546,  what is the secretive bilderberg meeting taking place now in switzerland and why are top trump officials  including ,122
1547,  you need just the right circumstances to fossilize a school of fish in place within a rock but that is just what may have,122
1548,  the fas chief executive martin glenn will step down at the end of the 201819 season       ,123
1549,  the school was famous for viral college acceptance videos one student said the schools leader choked shoved and dragged h,123
1550,  i was then the beijing bureau chief of the times and i ran around that evening the notebook clutched in my hand stained w,124
1551,  i was then the beijing bureau chief of the  in 1989 writes    i reached tiananmen square shortly befor,124
1552,  obituary judith kerr beloved author of the tiger who came to tea   ,125
1553,  the tiger who came to tea author judith kerr has died at the age of 95 her publisher harpercollins says  ,125
1554,  breaking director john singleton has died at age 51 his family says  ,125
1555,  champion    novak djokovic wins a record seventh australian open mens singles title with a straight sets victory over rafael,126
1556,  champion    naomi osaka wins the australian open womens singles title for the first time with a dramatic victory over  k,126
1557,a special print section in todays new york times celebrates sand surf and summertime if youre not yet a home de  ,127
1558,  longer warmer days are finally here for the new york times hits the beach a special section in the paper this sunday,127
1559,  in your  this sunday 62 the new york times hits the beach summer is almost here and its time to get excited,127
1560,trade tensions led american businesses to shift operations to mexico from china president trumps latest tariff th  ,128
1561,president trump plans to throw his full weight behind benjamin netanyahus campaign to save his job as prime minist  ,129
1562,kids were dying at higherthanexpected rates after heart surgery at unc childrens hospital doctors suspected se  ,130
1563,each year in the us about 40000 babies are born with heart defects about 10000 are likely to need surgery or o  ,130
1564,kids were dying at higherthanexpected rates after heart surgery at unc childrens hospital doctors suspected se  ,130
1565,kids were dying at higherthanexpected rates after heart surgery at unc childrens hospital doctors suspected se  ,130
1566,kids were dying at higherthanexpected rates after heart surgery at unc childrens hospital doctors suspected se  ,130
1567,  the doctors had a dilemma how could they refer children to their own hospital for hea surgery when they thought patients mi,130
1568,  listen to what doctors said behind closed doors as they weighed their ethical obligations to patients while their bosses also,130
1569,each year in the us about 40000 babies are born with heart defects about 10000 are likely to need surgery or o  ,130
1570,kids were dying at higherthanexpected rates after heart surgery at unc childrens hospital doctors suspected se  ,130
1571,exclusive the system that doomed two boeing 737 max jets was overhauled late in its design a decision that left e  ,131
1572,  remember the two boeing jets that crashed     a team of us at the new york times have been working for months to uncover how,131
1573,   the new york times hits the beach  sunday june 2  ,131
1574,  i knew how small our story had become when we were found innocent there was no tsunami of media that followed in the,132
1575,philip green whose company arcadia group is behind such major brands as top shop has been charged in the us w  ,132
1576,we spent weeks in louisiana interviewing tm landry students so we could share their stories with you on our new t  ,133
1577,tm landry a private school that garnered attention for helping underprivileged and minority students attend elit  ,133
1578,tiny love stories heyy his message read my heart fluttered one y may have left me upset but the second y  ,133
1579,  just posted the chao family is at the center of maritime policy at two of the most powerful nations in the world us amp,134
1580,in opinion     school is the only place in the world where youre expected to excel at everything and all at the sa  ,134
1581,  anthony gignac a 48yearold colombian orphan who was adopted by a michigan family in 1977 is not despite 11 arrests for,134
1582,in opinion    cars kill about as many people as guns and we dont ban them no but automobiles are actually a mode  ,135
1583,in opinion    cars kill about as many people as guns and we dont ban them no but automobiles are actually a mode  ,135
1584,colorado on friday banned conversion therapy for minors a discredited practice that aims to change a persons se  ,136
1585,colorado on friday banned conversion therapy for minors a discredited practice that aims to change a persons se  ,136
1586,hiphop lives in my soul in a very singular isolated personal way the rapper princess nokia is remaking rap fo  ,137
1587,  the first time princess nokia performed she said to herself im going to do this for the rest of my life she talked to us,137
1588,the archives of fab 5 freddy  the yo mtv raps host who united the worlds of hiphop and art  have been acquire  ,137
1589,liverpool and tottenham premier league rivals will play today in the champions league final in madrid   ,139
1590,as a mother of 3 children  my god  its inexcusable as a physician i mean we all took the oath we are s  ,140
1591,who threw the first brick at stonewall was there even a brick our video examines the importance of this myth to t  ,141
1592,who threw the first brick at stonewall was there even a brick our video examines the importance of this myth to t  ,141
1593,coming up at 10 pm pacific time on  and monday on  our premiere of   ,144
1594,but for president trump the focus on tariffs has been decades in the making read more in tariff man an origin s  ,145
1595,this is the most devastating day in the history of virginia beach mayor robert m dyer said at an evening news c  ,146
1596,breaking news at least 11 people were killed in a shooting at a municipal center in virginia beach the police sai  ,146
1597,heres the latest on president trumps planned tariffs on mexico president andrés manuel lópez obrador of mexico s  ,149
1598,president trumps tariff threats amount to a vivid signal especially to allies that there is no permanent trade p  ,149
1599,the chinese government said on friday that it was putting together an unreliable entities list of foreign compani  ,151
1600,  heres a story about competition amp friendship amp dallas becoming a spelling juggernaut amp how these kids have the right idea by,152
1601,the british authorities who have been trying to clean up britains reputation as a haven for dirty money now ha  ,154
1602,  snow is melting and bodies are surfacing said a veteran climber and guide who has summited everest 24 times more than,155
1603,  when prince saw the bangles on mtv he wanted to be some kind of friend to the band and offered them a song    i knew it,157
1604,  a midfielder from england has become the first foreignborn player called up to the  national soccer team in china which is,158
1605,  persistent stereotypes about asian soccer players obscure the quality of tottenham hotspurs son heungmin a star by any me,158
1606,  ive been wondering for a while whether wed all have been a bit quicker to see son heungmin as a star if he was brazilian,158
1607,brazil players support neymar     ,158
1608,  for years this photographer tried to forget the bloodshed he had seen at tiananmen square and locked away his memories i,159
1609,senator elizabeth warren said friday that if elected president she would seek to pass a law clarifying that the ju  ,160
1610,the first thing to understand about the hbo miniseries chernobyl is that a lot of it is made up says new york t  ,161
1611,  the  nba finals live briefing from   and me   ,162
1612,  warriors outlast raptors to square nba finals at 11    ,162
1613,  warriors want a more aggressive defense in game 2    ,162
1614,  when i play with boys some laugh at me  but after the game they sta chanting that i am better than many of them    soma,162
1615,  life in the central african republican as seen through the eyes of an intrepid pediatric doc the hospital is no longe,167
1616,  couldnt be more grateful to have interviewed the central park five alongside their onscreen counterparts their stori,167
1617,the men known as the central park five were teenagers when they were arrested and imprisoned ava duvernay brings t  ,167
1618,there is no way to know if skylar or other patients at unc childrens hospital would have survived or done better h  ,169
1619,as new york prepares to celebrate the 50th anniversary of the uprising at the stonewall inn some in the midwest sa  ,171
1620,a queer feminist rapper  a percussionist who is the star of every stage hes ever been on  a subway dancer who daz  ,173
1621,  we found 12 performers who show what it takes to light up the stage in new york city    ,173
1622,the golden state warriors swung back in a big way to smother the toronto raptors in the second half evening the fi  ,174
1623,  measles was eliminated in the united states in 2000 but federal health officials said the continuing outbreak could make th,175
1624,  confirming wsj excellent scoop white house officials say potus wasnt involved as he claimed still that aides would make,175
1625,  the  organization planned a luxury highrise in a uruguayan city known as the moneylaundering capital of south amer,176
1626,  when did fish first evolve the ability to swim as a school its a mystery but fossils like this one and others could prov,177
1627, guilty of organising acid attack on his threeyearold son at a shop in worcester  ,178
1628,  she was in a messy divorce and ugly custody battle when she disappeared in connecticut    shes still missing and her husband s,179
1629,the bond market is sending powerful signals that theres economic trouble ahead for the us economy heres what t  ,180
1630,in opinion     writes worry about facebook sure but not at the risk of overlooking a more clear and prese  ,181
1631,   everyone  here to live tweet our way through game 1 of the finals my bosses tell me im not allowed to disc,182
1632,  asection debut for the  this piece for times insider on my two jobs every june  covering nba finals games an,182
1633,touchdown new england patriots defeat los angeles rams 133 to win sixth     ,184
1634,  the new england patriots are super bowl champions       they make history with a recordequalling sixth  win ,184
1635,  the first thing i said after the miscarriage as i buried my face into my husbands chest was we told so many people,185
1636,the opioid crisis claimed the life of a 1yearold boy who died from a mixture of fentanyl and heroin his mother w  ,186
1637,the opioid crisis claimed the life of a 1yearold boy who died from a mixture of fentanyl and heroin his mother w  ,186
1638,robert mueller making his first public statement in 2 years said that charging a sitting president was never an o  ,187
1639,what had appeared to be a sure victory for benjamin netanyahu after israels april 9 election has threatened to tur  ,191
1640,breaking news the special counsel robert mueller said his russia report is my testimony and he would not go beyo  ,194
1641,gunfire erupted in khartoum the sudanese capital as security forces shot at prodemocracy protesters outside mili  ,199
1642,  just in national security adviser bolton announces defense cooperation agreement dca with uae has gone into force aime,199
1643,  when gary bettman gave his 20minute state of the league address on monday he never mentioned concussions brains or,202
1644,  france is outsourcing to iraq the trials of 12 citizens who fought with the islamic state seven have been tried all wer,203
1645,  spice maker mccormicks quest to make your vanilla milkshake cheaper    ,207
1646,acting pentagon chief says no need to restore suspended ussouth korea military drills    ,212
1647,acting pentagon chief says no need to restore suspended ussouth korea military drills    ,212
1648,us defense chief says no need to restore suspended ussouth korea military drills    ,212
1649,  what makes a beach vacation spot perfect the waves the vibe the soft serve in a special print section this sunday,214
1650,reutersbackstory indias giant modi wave  why we didnt see it coming   via  ,214
1651,reutersbackstory indias giant modi wave  why we didnt see it coming   by  ,214
1652,  golf suspended haney says he was right about lee win at us open    ,215
1653,serena williams may seek grasscourt wildcard ahead of wimbledon more here     ,216
1654,weight off osakas shoulders after french open exit more here     ,216
1655,federer waltzes into french open last eight more here     ,216
1656,rafael nadal stands three victories away from a 12th french open title but says his haul could one day be beaten m  ,216
1657,my paris record could be broken says just normal nadal more here     ,216
1658,  i wouldnt be able to serve in a cabinet that as an objective wanted to leave without a deal     tells ri,220
1659,liverpool given a heros welcome as the champions league winners go on a celebratory opentop bus parade through th  ,221
1660,  blackstone deal stacks glp closer to china ipo says      ,222
1661,  we collected vote counts throughout the day of indianelection2019 results and made charts to show how some races pann,229
1662,  when the trade war first broke out manufacturers mostly tried to ride it out but as it drags on  and shows no signs o,230
1663,lvmhs sephora beauty chain to shut us stores for day of diversity training after racial incident involving a gra  ,232
1664,see more about our debut episode which will air sunday on  and monday on  our reporters uncover t  ,233
1665,factbox blood and treasure or fantasy  what is the ukus special relationship    ,235
1666,  north korea executed its special envoy to the us by firing squad in march and put four other foreign ministry officials,237
1667,take five big themes likely to dominate thinking of investors and traders in the coming week and the  stor  ,237
1668,north korea  report says people trapped in cycle of corruption  ,237
1669,usbased engineers body lifts curbs on huawei employees    ,238
1670,usbased engineers body lifts curbs on huawei employees    ,238
1671,usbased engineers body lifts curbs on huawei employees    ,238
1672,  chelsea have been banned from signing new players in the next two transfer windows        ,242
1673,why are yankees players always staring inside their caps its an oldschool solution for all of the information th  ,242
1674,brazil players support neymar     ,242
1675,the uaes ruler became the most powerful in the arab world by following americas lead now he has his own agend  ,245
1676,serena knew she had no chance at french     ,246
1677,serena knew she had no chance at french     ,246
1678,a zipline flight from paris iconic eiffel tower is offering thrillseekers a chance to see the city from above mo  ,248
1679,watch avocados cars and electronics   my  explains how the new tariffs enforced on china and mexico  ,249
1680,  archer can take wickets at any stage of match  pietersen    ,252
1681,icymi spacex falcon 9 rocket blasts off from florida on mission to carry first starlink internet satellites into o  ,254
1682,nancy pelosi rebuked facebook saying its refusal to remove altered videos of her showed how the firm enabled russi  ,257
1683,serena knew she had no chance at french     ,259
1684,the children of terrill thomas who died of dehydration in a milwaukee jail in 2016 will receive a 675 million s  ,261
1685,robotic engineers believe that teaching their tech to read emotions will help children learn faster see more in th  ,261
1686,icymi mackenzie bezos former wife of amazon founder jeff bezos pledges to give half of her 36 billion amazon fo  ,262
1687,icymi mackenzie bezos pledges to give half of her 36 billion amazon fortune to charity   vi  ,262
1688,a boat carrying tourists capsized and sank in the danube river in budapest leaving at least 7 people dead and as m  ,264
1689,seven south korean tourists have died and another 21 people are missing after a boat sank on the danube river in bu  ,264
1690,icymi at an auction at christies asia a rare bubble gum pink diamond was sold to an anonymous collector for ov  ,267
1691,icymi meredith sells sports illustrated to usbased entertainment group authentic brands for 110 million to fur  ,271
1692,  ft aston villa 21 derby county     aston villa are premier league     anwar el ghazi and john mcginn with the goals that see ,275
1693,daily briefing   trumps threeday visit tests ukus relationship   nahles to resign as leader of germans spd i  ,279
1694,  turn out the lights kyle lowry ices it only his second bucket of the game remarkable win for toronto,281
1695,ruiz stuns joshua to become world heavyweight champion    ,283
1696,  anthony joshua suffers stunning defeat to andy ruiz jr    ,283
1697,ruiz stuns joshua to become world heavyweight champion    ,283
1698,  andy ruiz jr stops anthony joshua in the seventh round to become world heavyweight champion   htt,283
1699,andy ruiz jr stuns anthony joshua to become world heavyweight champion    ,283
1700,  niki lauda world champion lewis hamilton pays tribute to bright light in my life  ,283
1701,in a brief but prolific career a young writer asked whether evangelical christianity could change in doing so sh  ,285
1702,  you did it you got the promotion secured the raise finished the project or otherwise leveled up in your career its a w,285
1703,  you can follow live coverage of the uclfinal  presumably ideally while also watching it on tv  from me and ,287
1704,and there we have confirmation of splashdown dragon has returned to planet earth     watch the moment  capsu  ,288
1705,  new bernie sanders held his first 2020 fundraiser last night at a nightclub in san francisco     i went and well you,289
1706,  tough night for kane as return fails to spark spurs    ,289
1707,  early penalty had massive impact says pochettino    ,290
1708,representative alexandria ocasiocortez who has often cited her former restaurant job to emphasize her roots moun  ,291
1709,  conor mcgregor has been suspended for six months and fined 50000 for his pa in the ugly scenes which marred ufc 229 in oc,294
1710, survivor to  i was looking down basically the barrel of the gun my life went before my eyes abcworldnews,294
1711,canada suspends venezuela embassy operations reviewing maduro envoys    ,295
1712,canada suspends venezuela embassy operations reviewing maduro envoys    ,295
1713,kim yongchol purged n korean diplomat appears with kim  ,296
1714,become my mom again call them generation o the children growing up amid the throes of a historic epidemic and i  ,297
1715,  overlanding a new generation discovers the a of getting lost        ,297
1716,the costs of the higher tariffs will ultimately end up socking the american consumer in the wallet  expl  ,302
1717,are we going to go back to the days of backalley abortions women died before we had  v wade in place kamal  ,303
1718,  he said hed get his students into top colleges he used fear violence and lies our reporters went to louisiana to talk t,304
1719,   my     ajax have absolutely stunned real madrid to knock them out of the ucl     report    ,305
1720, youll never catch me    tattooed model mocks arrest warrant in australia  ,306
1721,heres the first picture of newlyfreed reuters myanmar journalists  lone and kyaw soe     ,309
1722,jailed reuters journalists wa lone and kyaw soe  are freed in myanmar after amnesty  ,309
1723,  explore and watch races unfold from a selection 44    ,310
1724,he yelled objection repeatedly as his mother took the witness stand to describe his slow mental unraveling in th  ,313
1725,we almost felt like it wasnt real that we were in a dream    witnesses describe what happened when a gunman opene  ,313
1726,   plessis seeks new plan for south africa as injuries bite    ,315
1727,what a hippopotamess     watch the moment letaba rugby club in south africa had some unexpected visitors on their p  ,315
1728,after a prominent republican strategist died his hard drives revealed new details on the trump  ce  ,317
1729,after a prominent republican strategist died his hard drives revealed new details on the trump  ce  ,317
1730,the corporate home of wonder woman harry potter and friends weighs how its streaming service can compete on pric  ,318
1731,little fighter     saybie weighed the same as an apple when she was born at 23 weeks and now shes going home       ,318
1732,  saybie the worlds smallest surviving premature baby is going home    ,318
1733,the sopranos house for sale in new jersey for 34m  ,319
1734,saybie the worlds smallest surviving premature baby is going home    ,319
1735,4 years after his sons death joe bidens family tragedies have helped him connect with voters grappling with thei  ,323
1736,4 years after his sons death joe bidens family tragedies have helped him connect with voters grappling with thei  ,323
1737,  us special counsel robe mueller if we were confident the president did not commit a crime we would have said sochar,326
1738,  caster semenya has filed an appeal in response to losing her case against restricting testosterone levels in female runners,330
1739,  the lengths teams will go to get a player as good as kawhi leonard as the raptors know well themselves know no bounds,331
1740,  scott warren is facing 20 years in prison his crime providing food and water to migrants in arizonas deadliest dese co,332
1741,  multiple tornadoes have struck the us state of ohio causing injuries and extensive damage  ,333
1742,on   beijings threats may soon come in bigger packages says     ,335
1743,papua new guinea elects james marape as new prime minister  ,336
1744,frances  creator on trial for defaming man she accused  ,337
1745,  new how faulty assumptions led to 346 deaths the definitive story on how boeing designed a flawed system that helped br,338
1746,  result uk regional meps elected for scotland   see full results for the uk    https,343
1747,  result corrected national result for portugal   see all european results    https,343
1748,  result corrected national result for greece   see all european results    https,343
1749,  result corrected national result for romania   see all european results     https,343
1750,  result corrected national result for poland   see all european results     https,343
1751,  result corrected national result for italy see all european results      ,343
1752,  result national result for bulgaria   see all european results     ,343
1753,  result national result for france   see all european results     ,343
1754,  result national result for germany   see all european results     ,343
1755,  result national result for portugal   see all european results     ,343
1756,  result national result for netherlands   see all european results     ,343
1757,  result national result for sweden   see all european results     ,343
1758,  result national result for romania   see all european results     ,343
1759,  result national result for croatia   see all european results     ,343
1760,  result national result for slovakia   see all european results     ,343
1761,  result national result for poland   see all european results     ,343
1762,  result national result for italy   see all european results     ,343
1763,  result national result for greece   see all european results     ,343
1764,  result national result for denmark   see all european results     ,343
1765,  result national result for luxembourg   see all european results     ,343
1766,  result national result for spain   see all european results     ,343
1767,  result national result for hungary   see all european results     ,343
1768,  result national result for latvia   see all european results     ,343
1769,  result national result for slovenia   see all european results     ,343
1770,  result national result for lithuania   see all european results     ,343
1771,  result national result for czech republic   see all european results     ,343
1772,  result national result for estonia   see all european results     ,343
1773,  result national result for belgium   see all european results     ,343
1774,robots used to teach languages to children in southern finland are being engineered to also read their emotions th  ,343
1775,  result national result for finland   see all european results     ,343
1776,    europes election night  join us throughout the evening for coverage and analysis as results come through,343
1777,  guardsmen faint during rehearsals ahead of the queens birthday parade in london next week more photos of the day ht,344
1778,david has a memory condition that makes him forget not just the names of acquaintances but also people he knows rea  ,345
1779,david has a memory condition that makes him forget not just the names of acquaintances but also people he knows rea  ,345
1780,  the number of 70 people at work has doubled in the uk in last 10yrs today on  we want know when do you want,345
1781,  tracey neville to stand down as england coach after world cup    ,346
1782,    malaysias last male sumatran rhino  his death is a blow for the critically endangered species     ,348
1783,  last male sumatran rhino in malaysia dies  ,348
1784,it really did come down to life and death and i chose life    the hawaii hiker who was found alive more than two w  ,348
1785,  jockey ruby walsh has announced his retirement after riding joint favourite kemboy to victory in the punchestown gold cup    m,351
1786,can taste testers tell the difference between a 75 cup of coffee and a 4 one and why does it cost that much   ,351
1787,  2017   2018   2019     scottish premiership      scottish league cup      celtic have completed the treble,351
